site,week_start,log10_conc,z_before_ingest,ewma_before,n_obs_before
Alloa,2021-05-10,4.475,0.563,4.273,19
Alva,2021-05-10,3.408,0.162,3.311,11
Annan,2021-05-10,2.755,-1.088,3.374,23
Ardoch,2021-05-10,2.841,-1.237,3.372,11
Armadale,2021-05-10,4.086,0.253,3.945,19
Banff,2021-05-10,3.054,,2.939,3
Bathgate,2021-05-10,4.265,0.794,3.775,17
Blackburn,2021-05-10,3.376,-2.280,4.182,19
Blackridge,2021-05-10,4.524,0.251,4.327,19
Blairgowrie,2021-05-10,3.757,-0.395,4.048,8
Boness,2021-05-10,3.273,-0.003,3.275,11
Bonnybridge,2021-05-10,4.201,0.676,3.813,11
Carbarns,2021-05-10,3.761,-0.732,4.163,36
Coldstream,2021-05-10,3.164,0.033,3.136,8
Cumnock,2021-05-10,3.199,-0.244,3.368,11
Cupar,2021-05-10,3.853,0.827,3.410,12
Daldowie,2021-05-10,3.642,-0.994,4.113,16
Dalmarnock,2021-05-10,4.533,1.092,4.146,11
Dalmuir,2021-05-10,4.539,1.041,4.003,38
Dalmuir - Auchinairn (6298),2021-05-10,2.931,,2.806,5
Dalmuir - Auchinairn (6330),2021-05-10,3.258,,3.601,5
Denny,2021-05-10,3.721,-1.498,4.349,11
Dunblane,2021-05-10,3.184,,3.428,5
Dunfermline,2021-05-10,4.187,0.426,3.891,37
Duns,2021-05-10,2.715,-0.891,3.000,8
East Calder,2021-05-10,3.470,-2.343,4.344,19
Ellon,2021-05-10,2.968,,3.333,3
Eyemouth,2021-05-10,4.232,,3.079,6
Falkirk,2021-05-10,3.798,0.148,3.703,31
Fauldhouse,2021-05-10,3.300,-0.598,3.639,18
Forfar,2021-05-10,3.125,-0.711,3.549,7
Forres,2021-05-10,3.090,,3.064,1
Fort William,2021-05-10,3.001,0.062,2.991,24
Fraserburgh,2021-05-10,2.694,-4.211,4.115,14
Hamilton,2021-05-10,4.363,-0.118,4.423,33
Harthill,2021-05-10,2.902,-0.411,3.226,14
Hatton,2021-05-10,3.877,-0.005,3.879,35
Hatton - Fintry East,2021-05-10,2.962,,3.327,2
Hatton - Fintry West,2021-05-10,3.152,,3.983,2
Hawick,2021-05-10,3.680,0.775,3.092,31
Helensburgh,2021-05-10,3.294,-1.101,3.946,29
Inverclyde,2021-05-10,4.172,1.131,3.548,21
Inverclyde - Gourock,2021-05-10,5.546,,4.571,5
Inverurie,2021-05-10,4.506,,3.628,3
Ironmill Bay,2021-05-10,4.472,1.923,3.483,13
Kelso,2021-05-10,3.697,,2.599,3
Kirkcaldy,2021-05-10,4.482,0.615,4.315,14
Kirkwall,2021-05-10,3.033,0.270,2.839,18
Largs,2021-05-10,2.958,-1.430,3.790,11
Lerwick,2021-05-10,3.525,1.128,2.067,11
Lesmahagow,2021-05-10,3.119,-0.459,3.553,11
Levenmouth,2021-05-10,3.511,-0.574,3.842,38
Linlithgow,2021-05-10,3.231,0.329,3.035,19
Lossiemouth,2021-05-10,4.038,-0.218,4.105,13
Mauldslie,2021-05-10,4.134,0.437,3.942,16
Maybole,2021-05-10,3.096,0.085,3.033,9
Meadowhead,2021-05-10,3.865,-0.094,3.914,33
Meadowhead - Kilmarnock HMP,2021-05-10,3.794,,,0
Nairn,2021-05-10,2.836,-0.855,3.412,22
New Cumnock,2021-05-10,4.283,0.814,3.746,12
Newburgh,2021-05-10,2.362,-0.602,2.751,12
Newport & Tayport,2021-05-10,2.446,-1.721,3.444,10
Newtown St Boswell,2021-05-10,2.640,,2.650,5
Nigg,2021-05-10,3.739,0.110,3.680,40
Paisley,2021-05-10,3.614,-1.454,4.133,11
Paisley - Blackhall,2021-05-10,3.653,,3.544,4
Paisley - Brediland,2021-05-10,3.077,,3.479,2
Penicuik,2021-05-10,3.953,-0.170,4.063,10
Persley - Northfield,2021-05-10,3.159,-0.589,3.724,8
Perth,2021-05-10,3.742,-0.094,3.770,11
Peterhead,2021-05-10,2.822,-0.638,3.208,14
Philipshill,2021-05-10,4.072,-0.264,4.219,37
Sanquhar,2021-05-10,3.916,,4.081,1
Seafield,2021-05-10,3.922,0.378,3.721,33
Selkirk,2021-05-10,3.711,,3.296,2
Shieldhall,2021-05-10,4.649,0.712,4.209,46
Shieldhall - Barrhead,2021-05-10,3.779,,4.018,4
Shieldhall - Gorbals,2021-05-10,4.798,,3.984,4
Shotts,2021-05-10,4.715,1.078,4.299,16
Skellyton,2021-05-10,3.606,-0.378,3.910,12
Springfield,2021-05-10,2.638,-1.681,3.605,14
St Andrews,2021-05-10,3.510,-0.349,3.704,12
Stevenston,2021-05-10,3.679,0.225,3.587,13
Stevenston - Stevenston East,2021-05-10,3.300,,3.338,2
Stevenston - Stevenston West,2021-05-10,4.196,,4.107,3
Stirling,2021-05-10,3.799,0.482,3.524,28
Stonehouse,2021-05-10,2.719,-1.327,3.482,15
Strathaven,2021-05-10,3.839,-0.837,4.217,16
Swinstie,2021-05-10,3.527,-2.212,4.295,14
Tillicoultry,2021-05-10,3.466,0.095,3.396,11
Troqueer,2021-05-10,2.613,-1.916,3.611,24
Whitburn,2021-05-10,3.586,-0.028,3.607,20
Winchburgh,2021-05-10,2.566,-2.051,3.876,16
Allanfearn,2021-05-17,2.895,-1.766,3.914,40
Allers,2021-05-17,3.378,-1.033,3.978,18
Alloa,2021-05-17,4.189,-0.467,4.353,20
Alva,2021-05-17,3.668,0.540,3.349,12
Annan,2021-05-17,3.412,0.486,3.131,24
Ardoch,2021-05-17,2.694,-0.983,3.163,12
Armadale,2021-05-17,3.088,-1.680,4.001,20
Banchory,2021-05-17,2.997,,2.998,3
Banff,2021-05-17,2.975,,2.984,4
Bathgate,2021-05-17,3.839,-0.214,3.968,18
Blackburn,2021-05-17,4.212,0.516,4.008,20
Blackridge,2021-05-17,4.396,-0.011,4.404,20
Blairgowrie,2021-05-17,3.393,-0.777,3.934,9
Boness,2021-05-17,3.297,0.036,3.274,12
Bonnybridge,2021-05-17,3.604,-0.661,3.966,12
Bothwellbank,2021-05-17,3.494,-0.515,3.724,17
Bowhouse,2021-05-17,3.042,0.375,2.797,11
Carbarns,2021-05-17,3.795,-0.376,4.005,37
Cupar,2021-05-17,2.518,-2.041,3.584,13
Daldowie,2021-05-17,4.170,0.474,3.927,17
Dalmuir,2021-05-17,4.222,0.016,4.214,39
Denny,2021-05-17,4.483,0.743,4.143,12
Dunblane,2021-05-17,3.320,,3.332,6
Dunfermline,2021-05-17,3.742,-0.390,4.007,38
Dunnswood,2021-05-17,3.061,-1.822,4.136,12
East Calder,2021-05-17,3.473,-1.509,4.161,20
Eyemouth,2021-05-17,3.201,-0.228,3.349,7
Falkirk,2021-05-17,4.193,0.720,3.741,32
Forfar,2021-05-17,3.402,0.035,3.382,8
Forres,2021-05-17,3.296,,3.074,2
Galashiels,2021-05-17,2.526,-0.542,2.854,25
Hamilton,2021-05-17,4.152,-0.498,4.399,34
Harthill,2021-05-17,2.493,-0.758,3.098,15
Hatton,2021-05-17,3.942,0.139,3.879,36
Hawick,2021-05-17,3.411,0.118,3.323,32
Helensburgh,2021-05-17,2.831,-1.414,3.689,30
Inverclyde,2021-05-17,3.816,0.041,3.793,22
Inverurie,2021-05-17,3.648,,3.974,4
Ironmill Bay,2021-05-17,3.026,-1.356,3.736,14
Kelso,2021-05-17,3.361,,3.031,4
Kincardine,2021-05-17,3.266,-0.354,3.556,14
Kirkcaldy,2021-05-17,4.373,-0.028,4.380,15
Lanark,2021-05-17,3.077,-1.638,4.104,14
Levenmouth,2021-05-17,3.971,0.450,3.712,39
Linlithgow,2021-05-17,4.359,2.115,3.112,20
Lossiemouth,2021-05-17,3.812,-0.893,4.079,14
Mauldslie,2021-05-17,4.174,0.364,4.017,17
Maybole,2021-05-17,2.613,-0.640,3.058,10
Meadowhead,2021-05-17,4.343,0.871,3.894,34
Meadowhead - Kilmarnock HMP,2021-05-17,4.057,,3.794,1
Nairn,2021-05-17,2.604,-0.864,3.185,23
Neilston,2021-05-17,3.954,1.733,3.020,10
New Cumnock,2021-05-17,4.750,1.256,3.957,13
Newport & Tayport,2021-05-17,3.462,0.481,3.159,11
Newtown St Boswell,2021-05-17,3.567,,2.646,6
Nigg,2021-05-17,3.213,-0.936,3.703,41
Paisley,2021-05-17,3.345,-1.500,3.957,12
Paisley - Blackhall,2021-05-17,4.591,,3.587,5
Paisley - Brediland,2021-05-17,5.444,,3.321,3
Peebles,2021-05-17,2.804,-0.877,3.148,24
Penicuik,2021-05-17,5.294,2.054,4.020,11
Persley - Northfield,2021-05-17,3.398,-0.111,3.502,9
Perth,2021-05-17,3.108,-2.271,3.759,12
Peterhead,2021-05-17,3.107,0.085,3.056,15
Philipshill,2021-05-17,3.203,-1.753,4.162,38
Sanquhar,2021-05-17,4.054,,4.016,2
Seafield,2021-05-17,4.102,0.576,3.800,34
Selkirk,2021-05-17,2.655,,3.459,3
Shieldhall,2021-05-17,4.894,0.842,4.382,47
Shieldhall - Barrhead,2021-05-17,3.635,,3.924,5
Shieldhall - Gorbals,2021-05-17,5.292,,4.304,5
Shotts,2021-05-17,3.841,-1.644,4.463,17
Springfield,2021-05-17,2.757,-0.940,3.322,15
St Andrews,2021-05-17,4.222,1.093,3.628,13
Stevenston,2021-05-17,4.292,1.681,3.623,14
Stevenston - Stevenston East,2021-05-17,3.148,,3.323,3
Stevenston - Stevenston West,2021-05-17,5.084,,4.142,4
Stirling,2021-05-17,2.963,-1.203,3.632,29
Stonehouse,2021-05-17,4.104,1.477,3.200,16
Strathaven,2021-05-17,3.056,-2.296,4.068,17
Tillicoultry,2021-05-17,3.131,-0.416,3.424,12
Troqueer,2021-05-17,2.387,-1.669,3.355,25
Turriff,2021-05-17,3.512,,,0
Whitburn,2021-05-17,3.463,-0.186,3.599,21
Winchburgh,2021-05-17,2.752,-1.164,3.562,17
Allanfearn,2021-05-24,2.955,-1.118,3.630,41
Allers,2021-05-24,3.611,-0.218,3.742,19
Alloa,2021-05-24,4.330,0.121,4.288,21
Alva,2021-05-24,3.710,0.416,3.475,13
Ardoch,2021-05-24,3.267,0.550,2.978,13
Armadale,2021-05-24,4.583,1.425,3.733,21
Banff,2021-05-24,2.955,,2.981,5
Bathgate,2021-05-24,3.744,-0.295,3.917,19
Blackburn,2021-05-24,4.235,0.382,4.088,21
Blackridge,2021-05-24,4.447,0.062,4.401,21
Blackwood,2021-05-24,4.241,0.893,3.440,13
Boness,2021-05-24,3.450,0.262,3.283,13
Bonnybridge,2021-05-24,4.430,1.106,3.823,13
Bothwellbank,2021-05-24,3.852,0.473,3.634,18
Bowhouse,2021-05-24,2.636,-0.412,2.894,12
Carbarns,2021-05-24,3.701,-0.392,3.922,38
Coldstream,2021-05-24,2.684,-0.573,3.147,9
Cumnock,2021-05-24,3.139,-0.231,3.301,12
Daldowie,2021-05-24,4.281,0.515,4.023,18
Dalmuir,2021-05-24,4.369,0.308,4.217,40
Denny,2021-05-24,3.818,-1.045,4.277,13
Dunbar,2021-05-24,3.826,0.568,3.465,8
Dunblane,2021-05-24,4.727,5.189,3.327,7
Dunfermline,2021-05-24,3.812,-0.137,3.903,39
Dunnswood,2021-05-24,3.668,-0.259,3.846,13
East Calder,2021-05-24,4.126,0.370,3.937,21
Ellon,2021-05-24,3.591,,3.189,4
Fairlie,2021-05-24,2.628,-1.032,3.213,8
Falkirk,2021-05-24,3.808,-0.181,3.919,33
Fauldhouse,2021-05-24,3.370,-0.234,3.506,19
Forfar,2021-05-24,3.459,0.125,3.390,9
Forres,2021-05-24,4.218,,3.162,3
Fort William,2021-05-24,4.410,8.754,2.995,25
Fraserburgh,2021-05-24,2.561,-4.115,3.949,15
Galashiels,2021-05-24,3.052,0.524,2.725,26
Hamilton,2021-05-24,4.219,-0.170,4.302,35
Harthill,2021-05-24,3.506,0.771,2.860,16
Hatton,2021-05-24,4.090,0.414,3.904,37
Hatton - Fintry East,2021-05-24,3.357,,3.183,3
Hatton - Fintry North,2021-05-24,4.496,,3.844,2
Hatton - Fintry West,2021-05-24,3.058,,3.656,3
Hawick,2021-05-24,2.601,-1.044,3.358,33
Helensburgh,2021-05-24,3.478,0.134,3.391,31
Inverclyde,2021-05-24,3.711,-0.172,3.802,23
Inverurie,2021-05-24,3.739,,3.845,5
Ironmill Bay,2021-05-24,3.848,0.672,3.479,15
Kincardine,2021-05-24,3.812,0.445,3.442,15
Kirkcaldy,2021-05-24,4.112,-1.047,4.377,16
Kirkwall,2021-05-24,2.502,-0.592,2.915,19
Lanark,2021-05-24,3.451,-0.494,3.796,15
Lesmahagow,2021-05-24,3.292,-0.094,3.382,12
Levenmouth,2021-05-24,3.319,-0.883,3.814,40
Linlithgow,2021-05-24,3.170,-0.391,3.402,21
Lossiemouth,2021-05-24,3.524,-1.554,3.974,15
Mauldslie,2021-05-24,3.937,-0.339,4.079,18
Meadowhead,2021-05-24,4.250,0.357,4.071,35
Meadowhead - Kilmarnock HMP,2021-05-24,3.535,,3.898,2
Neilston,2021-05-24,3.424,0.257,3.285,11
New Cumnock,2021-05-24,3.609,-1.064,4.268,14
Newtown St Boswell,2021-05-24,3.406,0.383,3.008,7
Nigg,2021-05-24,3.788,0.517,3.510,42
Paisley,2021-05-24,4.317,1.175,3.756,13
Paisley - Blackhall,2021-05-24,5.215,,3.880,6
Paisley - Brediland,2021-05-24,3.882,,4.156,4
Penicuik,2021-05-24,4.958,0.920,4.325,12
Perth,2021-05-24,4.065,1.249,3.618,13
Peterhead,2021-05-24,3.518,0.762,3.076,16
Philipshill,2021-05-24,4.318,0.724,3.893,39
Sanquhar,2021-05-24,3.010,,4.031,3
Seafield,2021-05-24,4.337,0.818,3.919,35
Shieldhall,2021-05-24,4.704,0.197,4.584,48
Shieldhall - Barrhead,2021-05-24,4.518,,3.810,6
Shieldhall - Gorbals,2021-05-24,5.180,,4.514,6
Shotts,2021-05-24,3.302,-2.455,4.277,18
Skellyton,2021-05-24,4.464,0.840,3.790,13
St Andrews,2021-05-24,3.578,-0.537,3.862,14
Stevenston,2021-05-24,3.818,-0.002,3.819,15
Stevenston - Stevenston East,2021-05-24,5.582,,3.254,4
Stevenston - Stevenston West,2021-05-24,3.901,,4.513,5
Stirling,2021-05-24,3.192,-0.309,3.369,30
Strathaven,2021-05-24,3.388,-0.950,3.851,18
Tillicoultry,2021-05-24,3.427,0.169,3.309,13
Turriff,2021-05-24,3.573,,3.512,1
Whitburn,2021-05-24,2.684,-1.164,3.545,22
Winchburgh,2021-05-24,4.388,1.590,3.243,18
Allanfearn,2021-05-31,2.998,-0.593,3.364,42
Allers,2021-05-31,4.113,0.705,3.691,20
Alloa,2021-05-31,4.614,0.916,4.305,22
Alva,2021-05-31,4.992,2.612,3.567,14
Annan,2021-05-31,4.048,1.428,3.242,25
Ardoch,2021-05-31,3.243,0.296,3.092,14
Armadale,2021-05-31,4.281,0.435,4.027,22
Banchory,2021-05-31,2.691,,2.998,4
Banff,2021-05-31,3.529,,2.970,6
Bathgate,2021-05-31,4.529,1.173,3.849,20
Blackburn,2021-05-31,4.617,1.254,4.146,22
Blackridge,2021-05-31,4.228,-0.259,4.419,22
Blackwood,2021-05-31,4.557,0.929,3.755,14
Blairgowrie,2021-05-31,4.115,0.574,3.721,10
Boness,2021-05-31,4.076,1.183,3.349,14
Bonnybridge,2021-05-31,4.430,0.691,4.062,14
Bothwellbank,2021-05-31,4.051,0.731,3.720,19
Bowhouse,2021-05-31,3.092,0.479,2.792,13
Carbarns,2021-05-31,4.093,0.451,3.835,39
Coldstream,2021-05-31,3.204,0.293,2.965,10
Cumnock,2021-05-31,4.641,1.972,3.238,13
Cupar,2021-05-31,3.583,0.451,3.327,14
Daldowie,2021-05-31,4.030,-0.192,4.125,19
Dalmuir,2021-05-31,4.769,1.024,4.277,41
Dalmuir - Auchinairn (6298),2021-05-31,4.394,,2.855,6
Dalmuir - Auchinairn (6330),2021-05-31,4.046,,3.477,6
Dalmuir - Clydebank,2021-05-31,4.883,,3.204,4
Denny,2021-05-31,3.334,-1.685,4.096,14
Dunblane,2021-05-31,3.854,1.460,3.460,8
Dunfermline,2021-05-31,3.623,-0.375,3.867,40
Dunnswood,2021-05-31,3.915,0.203,3.776,14
Duns,2021-05-31,2.678,-0.622,2.888,9
East Calder,2021-05-31,4.084,0.143,4.011,22
Ellon,2021-05-31,2.481,,3.347,5
Fairlie,2021-05-31,2.726,-0.440,2.983,9
Falkirk,2021-05-31,3.791,-0.140,3.875,34
Fauldhouse,2021-05-31,4.485,1.767,3.452,20
Forfar,2021-05-31,3.607,0.363,3.417,10
Forres,2021-05-31,3.897,,3.577,4
Fort William,2021-05-31,4.593,9.393,3.075,26
Fraserburgh,2021-05-31,2.650,-3.360,3.783,16
Girvan,2021-05-31,3.354,-0.151,3.406,8
Guardbridge,2021-05-31,3.088,0.291,2.935,10
Hamilton,2021-05-31,4.442,0.359,4.269,36
Hatton,2021-05-31,4.490,1.169,3.977,38
Hatton - Fintry East,2021-05-31,3.690,,3.251,4
Hatton - Fintry North,2021-05-31,4.359,,4.101,3
Hatton - Fintry West,2021-05-31,4.562,,3.420,4
Helensburgh,2021-05-31,3.863,0.675,3.425,32
Huntly,2021-05-31,2.780,,,0
Inverclyde,2021-05-31,4.169,0.772,3.766,24
Inverclyde - Gourock,2021-05-31,5.160,,4.847,6
Inverurie,2021-05-31,4.022,,3.803,6
Ironmill Bay,2021-05-31,4.448,1.552,3.624,16
Kincardine,2021-05-31,4.234,0.799,3.587,16
Kirkcaldy,2021-05-31,4.687,1.621,4.273,17
Lanark,2021-05-31,4.602,1.329,3.660,16
Largs,2021-05-31,2.840,-1.050,3.504,12
Lerwick,2021-05-31,3.334,0.555,2.641,12
Levenmouth,2021-05-31,4.015,0.698,3.619,41
Linlithgow,2021-05-31,3.102,-0.353,3.311,22
Lossiemouth,2021-05-31,3.702,-0.442,3.831,16
Mauldslie,2021-05-31,3.333,-1.643,4.023,19
Meadowhead,2021-05-31,4.555,0.845,4.141,36
Meadowhead - Kilmarnock HMP,2021-05-31,3.689,,3.755,3
Neilston,2021-05-31,3.661,0.623,3.340,12
New Cumnock,2021-05-31,3.211,-1.278,4.008,15
Newburgh,2021-05-31,3.203,0.918,2.598,13
Newport & Tayport,2021-05-31,3.989,1.182,3.278,12
Newtown St Boswell,2021-05-31,4.028,0.892,3.165,8
Nigg,2021-05-31,4.132,0.979,3.619,43
Paisley,2021-05-31,4.578,1.318,3.977,14
Paisley - Blackhall,2021-05-31,4.659,0.593,4.197,7
Paisley - Brediland,2021-05-31,2.955,,4.048,5
Penicuik,2021-05-31,4.483,-0.132,4.574,13
Perth,2021-05-31,4.518,2.084,3.794,14
Peterhead,2021-05-31,3.546,0.525,3.250,17
Philipshill,2021-05-31,4.669,1.060,4.060,40
Sanquhar,2021-05-31,3.266,,3.629,4
Seafield,2021-05-31,4.664,1.162,4.083,36
Seafield - Cockenzie,2021-05-31,3.422,,,0
Shieldhall,2021-05-31,4.911,0.467,4.631,49
Shieldhall - Barrhead,2021-05-31,4.353,1.160,3.944,7
Shieldhall - Gorbals,2021-05-31,4.263,-0.820,4.776,7
Skellyton,2021-05-31,4.389,0.432,4.055,14
Springfield,2021-05-31,2.932,-0.276,3.100,16
St Andrews,2021-05-31,4.353,1.163,3.750,15
Stevenston,2021-05-31,4.229,1.067,3.819,16
Stevenston - Stevenston East,2021-05-31,4.401,,4.170,5
Stevenston - Stevenston West,2021-05-31,3.516,,4.272,6
Stirling,2021-05-31,3.815,0.906,3.299,31
Stonehouse,2021-05-31,4.177,1.125,3.501,17
Swinstie,2021-05-31,3.057,-2.609,4.124,15
Tillicoultry,2021-05-31,3.669,0.461,3.355,14
Troqueer,2021-05-31,3.168,0.153,3.070,26
Turriff,2021-05-31,3.373,,3.536,2
Whitburn,2021-05-31,4.194,1.235,3.207,23
Winchburgh,2021-05-31,3.961,0.510,3.597,19
Allanfearn,2021-06-07,3.553,0.531,3.220,43
Allers,2021-06-07,3.976,0.205,3.857,21
Alloa,2021-06-07,4.731,0.919,4.426,23
Alva,2021-06-07,4.757,1.525,3.835,15
Ardoch,2021-06-07,3.870,1.447,3.151,15
Armadale,2021-06-07,4.039,-0.154,4.127,23
Aviemore,2021-06-07,2.886,,,0
Banchory,2021-06-07,3.161,,2.877,5
Banff,2021-06-07,3.545,1.794,3.064,7
Bathgate,2021-06-07,3.707,-0.716,4.117,21
Blackburn,2021-06-07,4.781,1.192,4.331,23
Blackridge,2021-06-07,4.254,-0.126,4.344,23
Blackwood,2021-06-07,4.773,0.840,4.071,15
Blairgowrie,2021-06-07,3.626,-0.382,3.876,11
Boness,2021-06-07,3.648,0.022,3.635,15
Bonnybridge,2021-06-07,4.116,-0.175,4.207,15
Bothwellbank,2021-06-07,4.019,0.381,3.850,20
Bowhouse,2021-06-07,3.737,1.374,2.910,14
Buckie,2021-06-07,3.909,,,0
Carbarns,2021-06-07,4.436,0.890,3.937,40
Cumnock,2021-06-07,4.386,1.121,3.588,14
Cupar,2021-06-07,2.750,-1.236,3.428,15
Daldowie,2021-06-07,4.010,-0.159,4.087,20
Dalmarnock,2021-06-07,4.754,1.340,4.298,12
Dalmuir,2021-06-07,4.763,0.611,4.470,42
Dalmuir - Auchinairn (6298),2021-06-07,4.599,5.782,2.992,7
Dalmuir - Auchinairn (6330),2021-06-07,4.590,3.180,3.614,7
Dalmuir - Clydebank,2021-06-07,3.800,,3.865,5
Denny,2021-06-07,3.199,-1.312,3.874,15
Dunbar,2021-06-07,4.594,1.660,3.607,9
Dunblane,2021-06-07,4.434,2.709,3.593,9
Dunfermline,2021-06-07,4.234,0.724,3.771,41
Dunnswood,2021-06-07,4.307,0.713,3.830,15
Duns,2021-06-07,2.866,0.177,2.805,10
East Calder,2021-06-07,4.169,0.258,4.040,23
Fairlie,2021-06-07,3.041,0.275,2.882,10
Falkirk,2021-06-07,4.285,0.753,3.842,35
Fauldhouse,2021-06-07,4.287,0.946,3.740,21
Forfar,2021-06-07,4.716,2.469,3.492,11
Forres,2021-06-07,3.594,,3.703,5
Fort William,2021-06-07,4.461,8.086,3.154,27
Fraserburgh,2021-06-07,2.645,-1.654,3.617,17
Galashiels,2021-06-07,3.387,0.869,2.854,27
Girvan,2021-06-07,3.582,0.608,3.386,9
Guardbridge,2021-06-07,3.191,0.395,2.995,11
Hamilton,2021-06-07,4.336,-0.002,4.337,37
Harthill,2021-06-07,1.000,-2.602,3.114,17
Hatton,2021-06-07,4.834,1.503,4.179,39
Hatton - Fintry East,2021-06-07,4.278,,3.424,5
Hatton - Fintry North,2021-06-07,4.547,,4.203,4
Hatton - Fintry West,2021-06-07,5.805,,3.870,5
Helensburgh,2021-06-07,3.534,-0.099,3.597,33
Inverclyde,2021-06-07,4.108,0.359,3.925,25
Inverclyde - Gourock,2021-06-07,5.689,1.305,4.970,7
Inverurie,2021-06-07,3.018,-1.513,3.890,7
Ironmill Bay,2021-06-07,3.602,-0.527,3.885,17
Kelso,2021-06-07,3.468,,3.161,5
Kirkcaldy,2021-06-07,4.836,1.697,4.398,18
Kirkwall,2021-06-07,3.809,1.533,2.753,20
Lanark,2021-06-07,3.808,-0.291,4.009,17
Lerwick,2021-06-07,2.735,-0.148,2.913,13
Levenmouth,2021-06-07,3.914,0.251,3.775,42
Linlithgow,2021-06-07,4.458,2.089,3.229,23
Loch Ryan,2021-06-07,3.043,,2.863,1
Lockerbie,2021-06-07,2.726,-0.281,2.865,24
Mauldslie,2021-06-07,4.015,0.424,3.817,20
Maybole,2021-06-07,3.737,1.217,2.883,11
Meadowhead,2021-06-07,4.895,1.227,4.304,37
Meadowhead - Kilmarnock HMP,2021-06-07,3.285,,3.729,4
Nairn,2021-06-07,4.000,1.529,2.957,24
Neilston,2021-06-07,3.797,0.663,3.466,13
New Cumnock,2021-06-07,4.264,0.854,3.702,16
Newburgh,2021-06-07,2.644,-0.303,2.836,14
Newport & Tayport,2021-06-07,4.411,1.421,3.558,13
Newtown St Boswell,2021-06-07,3.101,-0.424,3.505,9
Nigg,2021-06-07,4.397,1.122,3.821,44
Paisley,2021-06-07,4.380,0.398,4.201,15
Paisley - Blackhall,2021-06-07,4.586,0.274,4.379,8
Paisley - Brediland,2021-06-07,4.102,,3.618,6
Peebles,2021-06-07,2.794,-0.535,3.013,25
Penicuik,2021-06-07,5.011,0.706,4.538,14
Perth,2021-06-07,4.605,1.716,3.965,15
Peterhead,2021-06-07,2.985,-0.694,3.366,18
Philipshill,2021-06-07,4.601,0.534,4.300,41
Sanquhar,2021-06-07,5.261,,3.486,5
Seafield,2021-06-07,4.836,1.055,4.312,37
Seafield - Cockenzie,2021-06-07,3.995,,3.422,1
Shieldhall - Barrhead,2021-06-07,4.475,1.040,4.105,8
Shieldhall - Gorbals,2021-06-07,5.013,0.750,4.574,8
Shieldhall - Pollockshields West,2021-06-07,5.395,,,0
Shotts,2021-06-07,4.480,0.854,4.081,19
Skellyton,2021-06-07,4.536,0.470,4.186,15
Springfield,2021-06-07,3.439,0.675,3.034,17
St Andrews,2021-06-07,4.296,0.603,3.987,16
Stevenston,2021-06-07,4.279,0.784,3.980,17
Stevenston - Stevenston East,2021-06-07,3.955,,4.261,6
Stevenston - Stevenston West,2021-06-07,3.341,-1.067,3.982,7
Stirling,2021-06-07,3.268,-0.421,3.502,32
Stonehouse,2021-06-07,4.565,1.344,3.767,18
Stornoway,2021-06-07,1.000,,3.496,5
Swinstie,2021-06-07,4.583,1.280,3.923,16
Tillicoultry,2021-06-07,4.974,2.278,3.479,15
Troqueer,2021-06-07,3.298,0.294,3.108,27
Whitburn,2021-06-07,4.344,0.960,3.595,24
Winchburgh,2021-06-07,4.191,0.647,3.740,20
Allanfearn,2021-06-14,3.936,0.952,3.351,44
Allers,2021-06-14,4.147,0.426,3.904,22
Alloa,2021-06-14,4.518,-0.087,4.546,24
Alva,2021-06-14,4.619,0.783,4.133,16
Annan,2021-06-14,4.578,1.876,3.520,26
Ardoch,2021-06-14,3.723,0.672,3.395,16
Armadale,2021-06-14,4.831,1.322,4.092,24
Aviemore,2021-06-14,4.040,,2.886,1
Banchory,2021-06-14,3.890,,2.989,6
Banff,2021-06-14,2.367,-2.749,3.196,8
Bathgate,2021-06-14,2.778,-2.081,3.955,22
Blackburn,2021-06-14,4.585,0.200,4.508,24
Blackridge,2021-06-14,4.363,0.077,4.309,24
Blackwood,2021-06-14,4.589,0.294,4.347,16
Blairgowrie,2021-06-14,4.284,0.801,3.778,12
Boness,2021-06-14,2.491,-1.978,3.640,16
Bonnybridge,2021-06-14,3.931,-0.480,4.171,16
Bothwellbank,2021-06-14,4.231,0.729,3.916,21
Bowhouse,2021-06-14,4.295,1.829,3.206,15
Carbarns,2021-06-14,4.376,0.443,4.133,41
Coldstream,2021-06-14,3.393,0.429,3.059,11
Cumnock,2021-06-14,4.232,0.475,3.902,15
Cupar,2021-06-14,4.152,1.774,3.161,16
Dalbeattie,2021-06-14,3.723,0.545,3.399,18
Daldowie,2021-06-14,4.706,1.334,4.057,21
Dalmarnock,2021-06-14,4.633,0.497,4.465,13
Dalmuir,2021-06-14,4.456,-0.272,4.586,43
Dalmuir - Auchinairn (6298),2021-06-14,2.988,-0.505,3.128,8
Dalmuir - Auchinairn (6330),2021-06-14,4.670,2.078,3.765,8
Dalmuir - Clydebank,2021-06-14,3.995,,3.839,6
Denny,2021-06-14,4.556,1.639,3.621,16
Dunbar,2021-06-14,3.988,0.143,3.900,10
Dunblane,2021-06-14,7.200,7.655,3.745,10
Dunfermline,2021-06-14,4.399,0.713,3.953,42
Duns,2021-06-14,3.842,3.049,2.829,11
East Calder,2021-06-14,4.098,0.015,4.091,24
Ellon,2021-06-14,3.067,,3.133,6
Fairlie,2021-06-14,2.629,-0.572,2.944,11
